First Ending Sent,First Ending Kmeans Distance Metric,Second Ending Sent,Second Ending KMeans Distance Metric
Ashley went surfing.,2.7590941357137413,Ashley went home and went to bed to get better.,2.4974045630594306
Her mom brought her to a sleep specialist.,2.1056378319891826,Her mom gave her an alarm clock.,2.2393534088898215
Joe could not find a job.,2.752429478025362,Joe was grateful and then went to work.,2.724395980688734
Lizzy decided she did not like bananas.,2.6784897977503825,Lizzy needed help to get the bananas down.,2.616778189955732
I am afraid of heights.,3.0083780753989053,I had a great time!,2.806800335172583
Bryan went home in pain.,2.207371704314338,Bryan went home relieved.,2.4001394916027885
Tony would blowout Mark.,2.5888679494240447,The games were very close.,2.4701499208350843
The girls decided they never wanted to make candy bars again.,2.578597432207467,Her friends suggested she should sell the candy at a bake sale.,2.5447173965767167
She continued to work out for the rest of the year.,1.7720305620770593,She went home and ate 3 cartons of ice cream.,2.266052241580233
She was happy at the turn of events.,2.446060600096491,She became depressed.,2.4668447007282874
Bill thought he was the luckiest guy alive.,2.836118908766946,Bill was sad to see the sucker covered with dirt on the ground.,2.8324003789451146
Neil decided to never return to Transylvania.,2.6008697025071417,Neil enjoyed visiting Transylvania.,2.2286711705914364
The stunt man was paralyzed.,2.424465932739922,The stunt man loved it.,2.4105597322157855
Ralph then asked Pamela to marry her.,2.8602971174498992,Pamela decided to break up with Ralph.,2.791479555361564
Helen looked forward to her first mission.,2.4392440430196443,Helen dreaded seeing outerspace.,2.474284911585034
Hailey was excited to see them all again tomorrow.,2.3539936150065905,Hailey cried to think that she would not see her friends.,2.325996418252041
He hates his grandmother.,2.6459461386854377,It is a fond memory.,2.7068146389949246
Valerie wanted to visit Germany.,2.156869125824348,Valerie hopes to live in Italy someday.,2.3284523016000658
Tim's phone became ruined when he spilled water on it.,2.241321749755306,Tim didn't have to worry about dropping it in water anymore.,2.4880599370505507
Gina walked down the highway without her family.,2.68199241529348,Gina was so hungry that the fries tasted good this time.,2.7126172814582388
She said she was my long lost mother.,2.5902959786043196,I said goodbye to the man on the phone.,2.4606080017390517
Nelly hated the outdoors.,2.7950873133013436,The fresh air was exactly what Nelly needed to clear her head.,2.751134338502383
Alec and his wife decided to go to the movies.,1.7427001161223659,Alec was happy to see his daughter developing her verbal ability.,1.6418149500227452
The police officer gave me a badge and made me a deputy.,2.3004677420216675,It was terrible to be sentenced to life in prison.,2.3668374751358123
He felt cool and retro when he played records at a party.,2.557517505481753,He broke the records one by one as his parents watched.,2.474405258283893
Amy was determined to gain weight.,2.6042314832104934,Amy was determined to lose weight.,2.623243959546487
Tina held back her tears.,2.7551145345775083,Tina joined the high school dancing team.,2.475998614979948
Sally was grateful for his kindness.,3.010099135318768,Sally cried the rest of her break.,3.0491109911993486
Jennifer worked hard on her lessons and got into the band.,2.097472539213826,Jennifer had not taken any cello lessons.,2.3643420739881025
Fred rolled over and fell off the bed.,2.418275799128506,Fred woke up with a hangover.,2.289191267964529
Ronnie's boss commended him on his dedication.,2.896150178648365,Ronnie quit as soon as he got in.,2.7831552414248963
Burke soon reverts back to being grumpy.,2.545282265236037,Burke loves interference from strangers.,2.600734291420906
Matt always paid more attention to the road after that.,2.677897535212376,"Matt fiddled with the car radio, looking for a better station.",2.9274562825055
Brian was very creative and brave.,2.5166111166517617,Brian was not very creative.,2.607349666831508
I loved decorating for holidays.,2.2641799383717514,I hated decorating.,2.4440150185073417
The police found the perpetrator and locked her up.,2.6593115334971715,The police put on a community event to raise money.,2.778126939140602
Pat is happy.,2.3655205121365217,Pat is sad.,2.355519977081962
Solomon asked the interviewer for an old-fashioned.,2.5331001536743494,Solomon thought his name might not be so bad after all.,2.43798077778592
"Try as she might, Kelley couldn't find her dog.",2.648976142846354,She was relieved to find it underneath her car seat.,2.4842444116087607
He used the tickets to take me to see Star Wars with him.,2.132849298765975,"With a look of disgust, he threw the tickets in the trash.",2.71641921886304
The customer was uplifted by the special service.,3.095134464472439,The customer was angry.,2.873778346735386
Stacey got back in her car and drove to work.,2.119217579876971,Stacey told the police what happened.,2.2277530222792286
Diane decided she hated Karen more than ever before.,2.7626413282884896,"It was hard, but they agreed to go their separate ways.",2.8838775774661176
We miss her so much.,2.2554516749315328,"Later, we gave her a bowl of milk.",2.4022967663496333
"Eventually, the goat became angry and bit Reilly.",2.6864230826401085,Reilly fed the goat extra food.,2.5203622436765913
Sally ended up being my best friend.,2.3440355678172615,Sally wanted to inform the family of her husband's condition.,1.9979156072122035
Laura wore a hat all week to hide her hair.,2.3966400716018343,The compliments she got made Laura think the trip was worth it.,2.2808041905083045
Neil thought the country was wonderful.,2.6383234822454478,Neil hated his trip.,2.782931280897094
The man jumped over the gate.,2.412921729391216,The man went under the gate.,2.435613374134616
I thought the movie was great!,1.9323055646476162,I left after the first forty five minutes.,2.2598730577263986
He gets much less for them than they are worth.,2.4469551619565144,Grayson uses the money from selling his stamps to buy a guitar.,2.251578906390712
Adam was never able to repay Lance.,1.9534358114989794,Lance never spoke to Adam again.,1.9188928416025035
I left the dentist's office with a signed petition.,2.1827827853737696,I was nervous but he reassured me that everything was fine.,2.3557793024106966
"Pretty soon, Tim's parents hated the sound of the trumpet.",2.666347181620787,They set up a space in the garage for him to practice.,2.834931813185368
"So I would indulge every once in awhile, and it was delicious!",2.578651277474268,I always ate there when I wanted to save money!,2.465107822286678
Her in-laws thought the cranberry sauce was much too sweet.,2.6211690551787643,The cranberry sauce was very sour.,2.669488541530459
I did not have a good holiday season.,2.3111290322846063,I had a great time with my kids while home from college.,2.0963970294498204
Michael hoped the new squirrel would fare better than the first.,1.8248010100835272,Michael decided to have the dumpster company pick up his trash.,1.9586916168671957
Rob was happy.,2.3005135988047742,Rob was disappointed.,2.455505206490255
Jennifer was proud of herself for swimming so well.,2.362949918493665,Jennifer realized swimming was not her best hobby.,2.4855220083308707
Ace called out his friend for cheating.,2.5328402575825506,Ace was happy for his friend.,2.5991687648232684
He decided to go golfing all day.,2.9522002593643526,So he gave her cash.,2.8176288663168956
He tore it apart.,2.821254772865533,He loved it.,2.6253776508130944
Tammy learned a valuable lesson.,2.2758140245685126,Tammy kept working out.,2.019721734189196
And so Abigail was able to lose a lot of weight.,2.5542765872755773,Abigail climbed off her wheelchair and onto the bed.,2.606922648354833
Eddie needed medication.,2.866510068999264,Eddie loved his new friend.,2.984799098354105
Jay was livid.,2.578518121029063,Jay had a good laugh.,2.6007047063814697
They then got home to their neatly cleaned home.,2.3411636675612115,"When they returned, they saw that their house was gone.",2.2106218538166256
Carmen's family loved the crust.,1.426805090714304,Carmen decided to order Domino's instead.,1.3170907271581802
His fingernails are much shorter.,2.659351446537094,His fingernails are way too long.,2.575631026129809
Herman decided he wasn't hungry anymore.,2.5212494666727725,Herman managed to buy some food to make a small meal.,2.5631662631881125
Grandma had to pick the peaches herself.,1.6113813769228063,They were excited to bring the peaches to grandma.,1.6688313270990287
Candice stuck to her original taco recipe.,1.5789688449842558,Candice got better at making tacos.,1.6322352041649384
Tony was hired immediately and succeeded.,2.5719471987542573,Tony then went back to school and found a different major.,2.242648340571142
Jenny was thrilled with her new living situation.,2.3412001007407164,Jenny was unhappy.,2.3115549179323223
He finally got down to his ideal weight.,2.6234254043043927,After a month he gave up.,2.602046948666322
The woman told me to leave her alone.,2.5003451808497728,I got her phone number.,2.5409100759305487
Cindy asked her mother to drive her.,2.333884674485173,Cindy was very experienced.,2.5297751957519794
I made a little bit of money.,2.787364587519252,I was ashamed of what I had done.,2.9607395024636154
He quickly bought the camera.,2.1052742480839925,He quickly bought the film.,2.239984003821599
He fetched the ball and brought it back to his owner.,2.6735342244139817,He then ran away with the small ball.,2.8051417026322563
My mom jumped into the swimming pool.,2.60801985000551,My mom slammed on the brakes just in time.,2.42214663211454
Kelly was fired for being dishonest.,2.9540932830574484,Kelly used the money treat all her friends to ice cream.,2.884549357358395
It helped him get a job in an office.,2.6305002605594403,It helped him get a job in construction.,2.7022174327480237
